ID,Song Name,Artist,Charter,Year,Genre,BPM,Difficulty,Download,Archive Link,Size
00760,Guile's Theme,Yoko Shimomura,Gloomhonk,1991,VGM,121,6,00760.zip,00760. Guile's Theme (Street Fighter II) - Yoko Shimomura [Gloomhonk].zip,1475865
00761,Trainwreck of Electro Swing,Pascal Michael Stiefel (Plasma3Music),Guardie,2019,VGM,128,8,00761.zip,00761. Trainwreck of Electro Swing (A Hat in Time) - Pascal Michael Stiefel (aka. Plasma3Music) [Guardie].zip,16401169
00762,Pillar Men Theme,Taku Iwasaki,geshusbakagenitzmironlon4201669,2013,Anime Soundtrack,180,8,00762.zip,00762. Pillar Men Theme (Awake) - Taku Iwasaki [geshusbakagenitzmironlon4201669].zip,4295984
00763,It's a Shame a Family Can Be Torn Apart by Something As Simple As a Pack of Wild Dogs,Negative Øhio,Nightmare,2022,Dog Metal,150,9,00763.zip,00763. Funny Dog Song - Negative Øhio [Nightmare].zip,68954930
00764,Plug in Baby,Muse,Shorty132471,2001,Alternative Rock,136,6,00764.zip,00764. Plug in Baby - Muse [Shorty132471].zip,38065512
00765,Hole In One,Nintendo,SynthesisCT,2011,Jazz,115,5,00765.zip,00765. Hole in One - Rhythm Heaven Fever - Nintendo [SynthesisCT].zip,2386594
00766,Malo Mart,Toru Minegishi,TaffySwordsman,2006,Capitalism,128,4,00766.zip,00766. Malo Mart - The Legend of Zelda- Twilight Princess - Toru Minegishi [TaffySwordsman].zip,14935575
00767,Eye of the Tiger,Survivor,Deinonychus,1982,Hard Rock,109,5,00767.zip,00767. Eye of the Tiger - Survivor [Deinonychus].zip,8566864
00768,Internet Overdose (Needy Streamer Overload),Aiobahn ft. KOTOKO,Doue,2021,J-Pop,163,7,00768.zip,00768. Internet Overdose (Needy Streamer Overload) - Aiobahn ft. KOTOKO [Doue].zip,44731655
00769,God of trombone,Bear McCreary,Palleuomo,2022,OST,72,6,00769.zip,00769. God of Trombome (Short) - Bear McCreary feat. Eivør [Palleuomo].zip,11326600
00770,Zelda OOT: Hyrule Field,Koji Kondo,dbjs,1998,Video Games,150,7,00770.zip,00770. Legend Of Zelda OOT- Hyrule Field - Koji Kondo [dbjs].zip,12077851
00771,Return to Oblivion,Masayoshi Soken,Guardie,2020,VGM,130,6,00771.zip,00771. Return to Oblivion (FFXIV Shadowbringers) - Masayoshi Soken [Guardie].zip,11600683
00772,Clair De Lune,Debussy,Kannonn,1905,Classical,69,2,00772.zip,00772. Clair De Lune - Claude Debussy [Kannonn].zip,145883618
00773,Pharrell Williams - Happy,SkyDown,SkyDown,2013,pop,160,10,00773.zip,00773. Happy - Pharrell Williams [SkyDown].zip,7154434
00774,Basshunter - DotA,SkyDown,SkyDown,2006,Dance/Electronic,140,7,00774.zip,00774. DotA - Basshunter [SkyDown].zip,6550794
00775,Scatman John - Scatman,SkyDown,SkyDown,1995,pop,136,8,00775.zip,00775. Scatman - Scatman John [SkyDown].zip,5413427
00776,THE SAFARI,Lion Musashi,Einkorn,2000,World House,135,6,00776.zip,00776. THE SAFARI - Lion Musashi [Einkorn].zip,63508857
00777,Freezeezy Peak,Grant Kirkhope,Samuran,1998,Video Game OST,145,5,00777.zip,00777. Freezeezy Peak - Grant Kirkhope [Samuran].zip,3436678
00778,LAST IMPRESSION,TWO-MIX,pugislife,1997,J-POP,129,10,00778.zip,00778. Last Impression - Two-Mix [pugislife].zip,307207513
00779,Rush E,Sheet Music Boss,Nyht,2018,Meme,160,10,00779.zip,00779. RUSH E - Andrew Wrangrell [Nyht].zip,4760437
00780,Secret Door,Arctic Monkeys,TNT_TIMES,2009,Indie,124,5,00780.zip,00780. Secret Door - Arctic Monkeys [TNT_TIMES].zip,4745482
00781,BIRTH OF A GOD,NOUO UEMATSU,PainPerdu,1997,VGM ,183,5,00781.zip,00781. Birth Of A God - FF7 - Nobuo Uematsu [PainPerdu].zip,4019897
00782,Pursuit 2001,Masakazu Sugimori,King K. Kool,2001,OST,148,8,00782.zip,00782. Cornered - Ace Attorney - Masakazu Sugimori [King K. Kool].zip,1759806
00783,88,LM.C,TIGER.,2011,Anime,175,7,00783.zip,00783. 88 Ost.Reborn - LM.C [TIGER.].zip,119901274
00784,Docchi Docchi Song / どーっちどっちの歌,Kumiyuki Susumu,Σierra βeta,2020,art song,125,5,00784.zip,00784. Docchi Docchi Song - どーっちどっちの歌 - Kumiyumo Susumu [Σierra βeta].zip,31362436
00785,ジングルベル(Jingle Bell) ft. Hatsune Miku,"A-39, 沙包P",Ciadarma,2021,Vocaloid,175,5,00785.zip,"00785. ジングルベル(Jingle Bell) - A-39, 沙包P (ft. Hatsune Miku) [Ciadarma].zip",4606471
00786,Ideal,Cardiacs,Eefano,1991,Prog,218,10,00786.zip,00786. Ideal - Cardiacs [Eefano].zip,8739529
00787,Gerry Rafferty - Baker Street,SkyDown,SkyDown,1978,Jazz,110,6,00787.zip,00787. Baker Street - Gerry Rafferty [SkyDown].zip,8820967
00788,Teenage Monster,t+pazolite,PickleSaikyo,2022,J-Core,241,8,00788.zip,00788. Teenage Monster - t+pazolite [PickleSaikyo].zip,8061493
00789,Koisuru Fortune Cookie,BNK48,TIGER.,2018,T-POP,122,7,00789.zip,00789. คุกกี้เสี่ยงทาย-Koisuru Fortune Cookie - BNK48 [TIGER.].zip,244412587
00790,Picture Perfect,Pascal Michael Stiefel,Guardie,2017,VGM,143,7,00790.zip,00790. Picture Perfect (A Hat in Time) - Pascal Michael Stiefel [Guardie].zip,11911436
00791,Giorno's Theme,Yugo Kanno,dk,2018,Anime,135,7,00791.zip,00791. Giorno's Theme (il vento d'oro) - Yugo Kanno [dk].zip,7967827
00792,Giorno's Theme,Yugi Kanno,geshusbakagenitzmironlon4201669,2018,Anime Soundtrack,135,7,00792.zip,00792. Giorno's Theme (il vento d'oro) (Full version) - Yugo Kanno [geshusbakagenitzmironlon4201669].zip,6261500
00793,Battle for glory - Dragon Quest IV,Kōichi Sugiyama,TTM97,1990,Game,151,9,00793.zip,00793. Dragon Quest IV - Battle for Glory - Koichi Sugiyama [TTM97].zip,6217121
00794,Igor's Theme,Tyler The Creator,PickleJars,2019,Hip-hop,163,3,00794.zip,00794. Igor's Theme  - Tyler The Creator [PickleJars].zip,47670076
00795,Live Your Life (feat. Rihanna),T.I.,Imilmin,2008,Pop,80,4,00795.zip,00795. Live Your Live (feat. Rihanna) - T.I. [Imilmin].zip,5814022
00796,Dragostea Din Tei (numa numa song),O-Zone,Imilmin,2003,Dance,260,6,00796.zip,00796. Dragostea Din Tei (Numa Numa Song) - O-Zone [Imilmin].zip,4265945
00797,Distraction Dance,Innersloth,Nyht,2020,Meme,131,5,00797.zip,00797. Distraction Dance - Innersloth [Nyht].zip,3237295
00798,Melodies of Life (English),Emiko Shiratori (Vocalist) / Nobuo Uematsu (Composer),ChungleMcBungle,1999,Ballad,136,4,00798.zip,00798. Melodies of Life - Emiko Shiratori (Vocalist) - Nobuo Uematsu (Composer) [ChungleMcBungle].zip,67309174
00799,Golden Sun - Venus Lighthouse,Motoi Sakuraba,Leyr,2001,VGM,128,4,00799.zip,00799. Venus Lighthouse - Golden Sun - Motoi Sakuraba [Leyr].zip,4072332
00800,Rush E (Nerfed),Andrew Wrangrell,Samuran,2018,Black MIDI,160,10,00800.zip,00800. RUSH E (Nerfed) - Andrew Wrangrell [Samuran].zip,4751288
00801,Golden Sun Dark Dawn Battle,Hiroyuki Takahashi,TTM97,2010,Video Game,123,7,00801.zip,00801. Battle - Golden Sun Dark Dawn - Hiroyuki Takahashi [TTM97].zip,6495131
00802,Colors (TV Size),FLOW,dk,2006,Anime,136,5,00802.zip,00802. COLORS - Code Geass - FLOW [dk].zip,7115771
00803,Make Debut,,dk,2022,OST,180,5,00803.zip,00803. Make Debut - Uma Musume Pretty Derby - None [dk].zip,5645134
00804,YURUSHITE (Uncut Edition),t+pazolite,PickleSaikyo,2022,J-Core,270,7,00804.zip,00804. YURUSHITE (Uncut Edition) - t+pazolite [PickleSaikyo].zip,11943639
00805,Bomb Rush Blush (SSBU),Tomoya Ohtani,Guardie,2018,VGM,175,9,00805.zip,00805. Bomb Rush Blush (Splatoon-Super Smash Bros Ultimate) - Tomoya Ohtani [Guardie].zip,32308452
00806,Even When,Joshua Bassett,_onaise571,2021,Acoustic,183,4,00806.zip,00806. Even When - Joshua Bassett [_onaise571].zip,2897216
00807,The Best Part,Olivia Rodrigo,_onaise571,2021,Acoustic,183,4,00807.zip,00807. The Best Part - Olivia Rodrigo [_onaise571].zip,2566986
00808,Wake Up,arcade fire,Tinbum,2004,Rock,137,5,00808.zip,00808. Wake Up - Arcade Fire [Tinbum].zip,4061339
00809,Koi wa Chaos no Shimobenari,Ushiro Kara Hai Yori Tai G,ChungleMcBungle,2013,Anime,158,8,00809.zip,00809. Koi wa Chaos no Shimobenari - Ushiro Kara Hai Yori Tai G [ChungleMcBungle].zip,1685830
00810, Firefly's Grudge,Delik,! 牛马谱师,2022,Artcore,100,10,00810.zip,00810. 萤火虫の怨 - 闫东炜 [! 牛马谱师].zip,12445106
00811,SSB:Melee Menu Music,Hirokazu Ando,dbjs,2001,videogames,154,8,00811.zip,00811. Super Smash Bros Melee Menu Music - Hirokazu Ando [dbjs].zip,3134395
00812,Iwatodai Dorm,Shoji Meguro,Macitron,2008,Evokative,90,6,00812.zip,00812. Iwatodai Dorm - Persona 3 - Shoji Meguro [Macitron].zip,4313303
00813,Castalia,Yellow Magic Orchestra,geshusbakagenitzmironlon4201669,1979,Electronic,76,5,00813.zip,00813. Castalia - Yellow Magic Orchestra [geshusbakagenitzmironlon4201669].zip,10456122
00814,Made you look,Meghan Trainor,flocke,2022,Pop,145,7,00814.zip,00814. Made you look - Meghan Trainor [flocke].zip,40895313
00815,Killing In The Name,Rage Against The Machine,Derk,1992,Rap metal,120,6,00815.zip,00815. Killing In The Name - Rage Against The Machine [Derk].zip,4637070
00816,Open Your Heart,Crush 40,Machinehead,1998,Rock,158,8,00816.zip,00816. Open Your Heart (Sonic Adventure Intro) - Crush 40 [Machinehead].zip,15919187
00817,fly love,when_you_food,NaeNaePog,2011,romance,115,5,00817.zip,00817. Fly Love - Jamie foxx [NaeNaePog].zip,36496911
00818,Happy H Christmas,Drax - Maniacs of Noise,FlexingSeal,1999,seal,187,6,00818.zip,00818. Happy H Christmas - Drax from Maniac of Noise [FlexingSeal] (PNG Version).zip,1704649
00818,Happy H Christmas,Drax - Maniacs of Noise,FlexingSeal,1999,seal,187,6,00818-1.zip,00818. Happy H Christmas - Drax from Maniac of Noise [FlexingSeal] (Video Version).zip,52027133
00819,Super Smash Bros Brawl - Main Theme,Nintendo,Shark,2008,Video Game,150,3,00819.zip,00819. Main Theme - Super Smash Bros. Brawl - Nintendo [Shark] (PNG Version).zip,7844274
00819,Super Smash Bros Brawl - Main Theme,Nintendo,Shark,2008,Video Game,150,3,,00819. Main Theme - Super Smash Bros. Brawl - Nintendo [Shark] (Video Version).zip,81889191
00820,MINE DIAMONDS | miNECRAFT PARODY OF TAKE ON ME,MineCraft Awesome Parodys,Imilmin,2016,Minecraft,169,7,00820.zip,00820. MINE DIAMONDS - MineCraft Awesome Parodys [Imilmin].zip,3908402
00821,Casino Night,PilotRedSun,Eefano,2016,Electronic,125,5,00821.zip,00821. Casino Night - PilotRedSun [Eefano].zip,5121322
00822,Tim Henson VS Ichika Nito,Tim Henson & Ichika Nito,MilkMan,2020,Math Rock,120,10,00822.zip,00822. Tim Henson VS Ichika Nito - Tim Henson - Ichika Nito [MilkMan].zip,22736095
00823,Galaxy Collapse,Kurokotei,PickleSaikyo,2015,Speedcore,270,8,00823.zip,00823. Galaxy Collapse - Kurokotei [PickleSaikyo].zip,17618592
00824,Chop Suey!,SOAD,Kannonn,80085,Music,128,10,00824.zip,00824. Chop Suey! - System of a Down [Kannonn].zip,73833985
00825,Hua Deng Ai,Delik,! 牛马谱师,2016,Artcore,120,7,00825.zip,00825. 華灯愛 - 闫东炜 [! 牛马谱师].zip,7407198
00826,Starving,"Hailee Steinfeld, Zedd, Grey",EanreJoran,2016,Pop,100,5,00826.zip,"00826. Starving - Hailee Steinfeld, Zedd, Grey [EanreJoran].zip",4852092
00827,"Tweet twe-twe-tweet, tweet, squawk!",Tsunku,tsunderestorm,2010,VGM / Electro,130,6,00827-3.zip,00827. Flock Step (Rhythm Heaven Fever) - Tsunku [tsunderestorm] (FlockStep 1.00).zip,5315009
00827,"Tweet twe-twe-tweet, tweet, squawk!",Tsunku,tsunderestorm,2010,VGM / Electro,130,6,00827-2.zip,00827. Flock Step (Rhythm Heaven Fever) - Tsunku [tsunderestorm] (FlockStep 1.01).zip,5681601
00827,"Flock Step (Tweet twe-twe-tweet, tweet, squawk!)",Tsunku,tsunderestorm,2010,VGM / Electro,130,6,00827.zip,00827. Flock Step (Rhythm Heaven Fever) - Tsunku [tsunderestorm] (FlockStep 1.02 h264).zip,46214772
00827,"Flock Step (Tweet twe-twe-tweet, tweet, squawk!)",Tsunku,tsunderestorm,2010,VGM / Electro,130,6,00827-1.zip,00827. Flock Step (Rhythm Heaven Fever) - Tsunku [tsunderestorm] (FlockStep 1.02 novid).zip,5681602
00828,Rum Wong Loy Kra Tong,Eua Sunthornsanan & Kaew Autchariyakul,9vvv,1949,Thai folk song,90,2,00828.zip,00828. รำวงลอยกระทง (Rum Wong Loy Kra Tong) - Eua Sunthornsanan & Kaew Autchariyakul [9vvv].zip,2140145
00829,Don't Wanna Cry,SEVENTEEN,9vvv,2017,K-pop,100,5,00829.zip,00829. Don't Wanna Cry - SEVENTEEN [9vvv] (SEVENTEEN - Don't Wanna Cry).zip,154701031
00830,BNK48 - Jiwaru DAYS [Key C# (-1)],BNK48,Key C# (-1),2022,J-Pop / T-pop,173,6,00830.zip,00830. Jiwaru DAYS (TH) - BNK48 [9vvv] (BNK48 - Jiwaru DAYS (TH) [Key C# (-1)]).zip,194479600
00831,Terrasphere,Delik,! 牛马谱师,2017,Artcore,160,8,00831.zip,00831. Terrasphere - Plum [! 牛马谱师].zip,11099328
00832,Jingle My Bells,Jack Douglass,DewOnTheGrass,2021,Christmas,60,3,00832.zip,00832. Jingle My Bells (Taylor's Version) - Jacksfilms [DewOnTheGrass].zip,40304947
00833,The Valedictory Elegy,Motoi Sakuraba,Gloomhonk,2018,Soundtrack,195,8,00833-1.zip,00833. The Valedictory Elegy - Super Smash Bros. Ultimate - Motoi Sakuraba [Gloomhonk] (PNG Version).zip,6232300
00833,The Valedictory Elegy,Motoi Sakuraba,Gloomhonk,2018,Soundtrack,195,8,00833.zip,00833. The Valedictory Elegy - Super Smash Bros. Ultimate - Motoi Sakuraba [Gloomhonk] (Video Version).zip,12090696
00834,Funky Town,Lipps Inc.,Renzo,1979,Disco,123,7,00834.zip,00834. Funkytown - Lipps Inc. [Renzo].zip,7164992
00835,Darude - Sandstorm,Darude,Imilmin,1999,Electronic,272,10,00835.zip,00835. Sandstorm - Darude [Imilmin].zip,5798572
00836,Lon Lon Ranch,Koji Kondo,Derk,1998,VGM,85,2,00836.zip,00836. Lon Lon Ranch - The Legend of Zelda- Ocarina of Time - Koji Kondo [Derk].zip,5248576
00837,Coco,Lucky Chops,BobbyTheCatfish,2015,Pop,127,7,00837.zip,00837. Coco - Lucky Chops [BobbyTheCatfish].zip,116765703
00838,Birdman (Remake),Dan Hess,ChungleMcBungle,2019,Smooth Jazz,144,5,00838.zip,00838. Birdman (Remake) - Dan Hess [ChungleMcBungle].zip,7046520
00839,paranoid android,radiohead,Tinbum,1997,rock,163,8,00839.zip,00839. Paranoid Android - Radiohead [Tinbum].zip,37102038
00840,NFL on FOX,Scott Schreer,King K. Kool,1994,Rock?,115,7,00840.zip,00840. NFL Theme - Scott Schreer [King K. Kool].zip,33067487
00841,Warsaw,PilotRedSun,eefano,2016,Electronic,160,5,00841.zip,00841. Warsaw - PilotRedSun [eefano].zip,5822466
00842,Mass Destruction,Yumi Kawamura ft. Lotus Juice,Joetastic,2006,Video Game,119,5,00842.zip,00842. Mass Destruction (Persona 3) - Yumi Kawamura ft. Lotus Juice [Joetastic].zip,25977866
00843,Union!! (Full),Idolm@ster,ChungleMcBungle,2019,J-POP,172,8,00843.zip,00843. Union!! (Full) - Idolm@ster [ChungleMcBungle].zip,10405932
00844,Five More Hours,"Deorro, Chris Brown",EanreJoran,2015,EDM,128,6,00844.zip,"00844. Five More Hours - Deorro, Chris Brown [EanreJoran].zip",7647601
00845,Tropical Resort (Act 1),Tomoya Ohtani,Macitron,2010,OST,170,7,00845.zip,00845. Tropical Resort (Act 1) - Sonic Colors - Tomoya Ohtani [Macitron].zip,16461504
00846,Heavy Rotation,AKB48,tsunderestorm,2011,J-Pop,178,5,00846.zip,00846. Heavy Rotation - AKB48 [tsunderestorm] (HeavyRotation 1.00 h.264).zip,164252421
00846,Heavy Rotation,AKB48,tsunderestorm,2011,J-Pop,178,5,,00846. Heavy Rotation - AKB48 [tsunderestorm] (HeavyRotation 1.00).zip,141863289
00847,Sailor Moon: Moonlight Densetsu TV Size Instrumental,DALI,Depressing Yordle,1992,J-pop,120,7,00847.zip,00847. Moonlight Densetsu TV Size - DALI [Depressing Yordle] (Instrumental Version).zip,31170065
00847,Sailor Moon: Moonlight Densetsu TV Size,DALI,Depressing Yordle,1992,J-pop,120,7,,00847. Moonlight Densetsu TV Size - DALI [Depressing Yordle] (Video Version).zip,31343625
00848,GAS GAS GAS,Delik,! 牛马谱师,2010,Eurobeat,154,10,00848.zip,00848. GAS GAS GAS - Manuel [! 牛马谱师].zip,65594021
00849,Virtual Insanity,Jamiroquai,geshusbakagenitzmironlon4201669,1996,Acid jazz,184,7,00849.zip,00849. Virtual Insanity - Jamiroquai [geshusbakagenitzmironlon4201669].zip,233907115
00850,Sneaky Snitch,Kevin MacLeod,seymour schlong,2010,Classic,87,4,00850.zip,00850. Sneaky Snitch - Kevin MacLeod [seymour schlong].zip,2765751
00851,eight (Prod. & Feat. SUGA of BTS),IU,eurnkung,2022,K-Pop,120,4,00851.zip,00851. eight (에잇) (Prod. & Feat. SUGA of BTS) - IU [eurnkung].zip,48162541
00852,Rainbow Connection,Kermit the Frog,Renzo,1979,Art,115,4,00852.zip,00852. Rainbow Connection - Kermit the Frog [Renzo].zip,277449184
00853,Blinding Lights,The Weeknd,lightningmatt,2019,Synth-pop,171,7,00853.zip,00853. Blinding Lights - The Weeknd [lightningmatt].zip,5933948
00854,Stone Ocean Virtual Insanity,Jamiroquai,geshusbakagenitzmironlon4201669,1996,Acid jazz,184,7,00854.zip,00854. Virtual Insanity (Stone Ocean edit) - Jamiroquai [geshusbakagenitzmironlon4201669].zip,122049231
00855,Save Your Tears,The Weeknd,lightningmatt,2019,Synth-pop,118,3,00855.zip,00855. Save Your Tears - The Weeknd [lightningmatt].zip,5238729
00856,8,Davey Wreden,Uno the Yellow Card,2022,Soundtrack,60,8,00856.zip,00856. 8.0 - Davey Wreden [Uno the Yellow Card].zip,54195
00857,Where Are U Now,"Skrillex, Justin Bieber & Diplo",EanreJoran,2015,Pop EDM,140,5,00857.zip,"00857. Where Are U Now - Skrillex, Justin Bieber, Diplo [EanreJoran].zip",7647432
00858,Miracle 5ympho X,USAO,Einkorn,2013,Frenchcore,210,9,00858.zip,00858. Miracle 5ympho X - USAO [Einkorn].zip,228964224
00859,summer,Paradox,TIGER.,2000,indyrock,115,5,00859.zip,00859. ฤดูร้อน-Summer - PARADOX [TIGER.].zip,3960565
00860,Inking Mistake (Trombone Champ Remix),NyxTheShield,NyxTheShield,2022,Fusion Jazz,190,10,00860.zip,00860. Inking Mistake - TC Remix - NyxTheShield [NyxTheShield].zip,11858480
00861,Tako Luka Maguro Fever,samfree,seymour schlong,2022,a,106,3,00861.zip,00861. Tako Luka Maguro Fever - Samfree [seymour schlong].zip,32760337
00862,Payphone,Maroon 5,_onaise571,2012,Pop,110,5,00862.zip,00862. Payphone - Maroon 5 - Wiz Khalifa [_onaise571].zip,6393553
00863,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone & Swae Lee,lightningmatt,2018,Pop rap,90,5,00863.zip,00863. Sunflower - Post Malone - Swae Lee [lightningmatt].zip,2991387
00864,osu! Tootorial,Peter Lambert,TTM97,2007,Video game,160.5,7,00864.zip,00864. Osu! Tutorial - Peter Lambert [TTM97].zip,16638964
00865,Firestorm,ETIA.,PickleSaikyo,2016,J-Core,177,6,00865.zip,00865. Firestorm - ETIA. [PickleSaikyo].zip,6991881
00866,Green Hornet (Theme),Al Hirt,Bw242,1966,Jazz,174,10,00866.zip,00866. Green Hornet (Theme) - Al Hirt [Bw242].zip,11187935
00867,Scream (Final Fantasy XIV),Takafumi Imamura,Prisma,2022,OST,87,5,00867.zip,00867. Scream - Final Fantasy XIV - Takafumi Imamura [Prisma].zip,57493060
00868,We Know You're (Not) Robots,camhcom,ChungleMcBungle,2020,Mash-Up,107,5,00868.zip,00868. We Know You're (Not) Robots - Camhcom [ChungleMcBungle].zip,50204469
00869,デデドン！（絶望）,QPZ800,QPZ800,2022,OST,160,2,00869.zip,00869. デデドン！De De Don! - None [QPZ800].zip,1052517
00870,Photograph,Nickelback,EanreJoran,2005,Rock,73,5,00870.zip,00870. Photograph - Nickleback [EanreJoran].zip,9739808
00871,Pokemon Mystery Dungeon Explorers - Treasure Town,"Arata Iiyoshi, Hideki Sakamoto, Keisuke Ito, Royama Nakamura, Kenichi Saito",StaticR,2007,Videogame OST,86,7,00871.zip,"00871. Treasure Town - PMD- Explorers of Time-Darkness-Sky (2) - Arata Iiyoshi, Hideki Sakamoto, Keisuke Ito, Royama Nakamura, Kenichi Saito [StaticR].zip",9266508
00872,Holiday Clarification,bill wurtz,Shark,2016,bill wurtz,130,3,00872.zip,00872. Holiday Clarification - Bill Wurtz [Shark].zip,3244303
00873,Blodtørst,Kvelertak,Silver,2022,Metal,155.9,8,00873.zip,00873. Blodtørst - Kvelertak [Silver].zip,95156250
00874,Koopa Dance,Nintendo,Nyht,2009,Gaming,200,5,00874.zip,00874. Koopa Dance - Nintendo [Nyht].zip,3046231
00875,Chariots Of Fire,Vangelis,Gloomhonk,1981,Soundtrack,137,5,00875.zip,00875. Chariots of Fire - Vangelis [Gloomhonk].zip,9006597
00876,Futari no Kimochi no Honto no Himitsu,Mutsumi Tamura & Chinatsu Akasaki,Silver,2012,Synth Pop,132,5,00876.zip,00876. Kill Me Baby ED (Futari no Kimochi no Honto no Himitsu) - Mutsumi Tamura & Chinatsu Akasaki [Silver].zip,30031274
00877,CHAINSAW MAN ED #4,TOOBOE,Silver,2022,Anime,200,10,00877.zip,00877. CHAINSAW MAN ED #4「錠剤」 - TOOBOE [Silver].zip,35857304
00878,Yakety Trombone,Boots Randolph,Palleuomo,1963,Jazz,120,10,00878.zip,00878. Yakety Sax (Short) - Boots Randolph [Palleuomo].zip,3527490
00879,Soviet March (long version),James Hannigan,TNT_TIMES,2009,Soviet Style,122,7,00879.zip,00879. Soviet March (Long Version) - James Mannigan [TNT_TIMES].zip,113960360
00880,Hair Cut,Xdinary Heroes,Kband,2022,Kpop,130,6,00880.zip,00880. Hair Cut - Xdinary Heroes [Kband].zip,5766977
00881,Wonderboy,Tenacious D,Shorty132471,2001,Metal,104,5,00881.zip,00881. Wonderboy - Tenatious D [Shorty132471].zip,9072384
00882,Rusty Bucket Bay,Grant Kirkhope,Silver,1998,VGM,120,10,00882.zip,00882. Rusty Bucket Bay - Banjo Kazooie - Grant Kirkhope [Silver].zip,3397067
00883,Ice Cap Zone,SEGA,Setya,1993,VGM,138,3,00883.zip,00883. Ice Cap Zone - Sonic The Hedgehog - Brad Buxer [Setya].zip,49978776
00884,Library Pictures (Guitar Part),Arctic Monkeys,TNT_TIMES,2011,Indie,96,4,00884.zip,00884. Library Pictures - Arctic Monkeys [TNT_TIMES].zip,1835468
